"ResponseID","xdemAll","demZIP","BPC1_1NET","BPC1_2NET","BPC1_3NET","BPC1_4NET","BPC1_5NET","BPC1_6NET","BPC1_7NET","BPC1_8NET","BPC1_9NET","BPC1_10NET","BPC1_11NET","BPC1_12NET","BPC1_13NET","BPC1_14NET","BPC1_15NET","BPC2_1NET","BPC2_2NET","BPC2_3NET","BPC2_4NET","BPC2_5NET","BPC2_6NET","BPC2_7NET","BPC2_8NET","BPC2_9NET","BPC2_10NET","BPC2_11NET","BPC2_12NET","BPC2_13NET","BPC2_14NET","BPC3_1","BPC3_2","BPC3_3","BPC3_4","BPC3_5","BPC3_6","BPC3_7","BPC3_8","BPC4","BPC5","BPC6_1","BPC6_2","BPC6_3","BPC7","BPC8_1NET","BPC8_2NET","BPC8_3NET","BPC8_4NET","BPC8_5NET","BPC8_6NET","BPC8_7NET","BPC8_8NET","BPC8_9NET","BPC8_10NET","BPC8_11NET","BPC8_12NET","BPC8_13NET","BPC8_14NET","BPC8_15NET","BPC8_16NET","BPC8_17NET","BPC8_18NET","BPC8_19NET","BPC9_1NET","BPC9_2NET","BPC9_3NET","BPC9_4NET","BPC9_5NET","BPC9_6NET","BPC9_7NET","BPC9_8NET","BPC9_9NET","BPC9_10NET","BPC9_11NET","BPC10_1NET","BPC10_2NET","BPC10_3NET","BPC10_4NET","BPC10_5NET","BPC10_6NET","BPC10_7NET","BPC10_8NET","BPC11_1NET","BPC11_2NET","BPC11_3NET","BPC11_4NET","BPC11_5NET","BPC11_6NET","BPC11_7NET","BPC12","BPC13","BPC14","BPC15_1NET","BPC15_2NET","BPC15_3NET","BPC15_4NET","BPC15_5NET","BPC15_6NET","BPC15_7NET","BPC15_8NET","BPC15_9NET","BPC15_10NET","BPC15_11NET","BPC15_12NET","BPC16","BPC17","BPC18","BPC19","BPC20","BPC21_1","BPC21_2","BPC21_3","BPC21_4","BPC21_5","BPC21_6","BPC21_7","BPC21_8","BPC21_9","BPC22_1","BPC22_2","BPC22_3","BPC23_1","BPC23_2","BPC23_3","BPC23_4","BPC23_5","BPC23_6","BPC23_7","BPC23_8","BPC23_9","BPC23_10","BPC24_1","BPC24_2","BPC24_3","BPC24_4","BPC24_5","BPC24_6","BPC24_7","xdemGender","age","demAgeGeneration","xpid3","xpidGender","xdemIdeo3","xeduc3","xdemInc3","xdemWhite","xdemHispBin","demBlackBin","demRaceOther","xdemReligion","xdemReligOther","xdemEvang","xdemUsr","xdemEmploy","xdemMilHH1","xsubVote22O","xsubVote20O","xsubVote18O","xreg4","xdemPrediction","BPC1_13_TEXT","BPC2_13_TEXT","BPC8_17_TEXT","BPC9_9_TEXT","BPC10_6_TEXT","BPC11_5_TEXT","BPC13_4_TEXT","BPC15_11_TEXT","wts"
"R_3NvXQ0z9H39uNvr",1,"78416","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2",1,5,1,1,1,2,3,5,3,4,NA,NA,NA,4,"1","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","2","1","2","2","2","2","2","1","1","1","2","1","2","2","2","1","1","1","1","2","2","2",2,2,2,"1","1","1","1","1","1","1","2","1","1","2","2",5,2,2,2,3,1,2,5,2,5,5,1,3,3,5,3,4,2,2,1,3,2,2,2,2,2,2,4,2,1,2,2,1,3,1,3,4,3,5,3,1,2,1,NA,NA,NA,1,NA,1,2,3,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.6068494575285072
"R_1rdC5CTUXaAVsTD",1,"44319","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2",1,1,1,1,2,1,3,1,1,2,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2",4,3,3,"2","1","2","2","2","2","2","2","2","2","2","2",2,3,2,3,3,3,3,3,3,2,3,3,3,3,6,2,2,3,3,3,3,2,3,2,3,3,3,5,3,5,4,4,4,6,2,3,3,3,6,3,1,2,1,NA,NA,NA,1,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5734219213661982
"R_Z9l8bVMPufQdaGR",1,"40475","2","1","2","2","2","1","2","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","2",2,2,2,2,2,2,2,2,3,3,NA,NA,NA,2,"1","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2",3,2,3,"1","1","1","2","2","2","2","2","2","2","2","2",3,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,3,2,3,2,3,3,3,3,2,3,4,2,5,3,4,5,3,2,2,2,3,6,3,1,2,1,NA,NA,NA,4,NA,NA,3,8,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1.1001022727548768
"R_OdN8N2w7nSqISEV",1,"87935","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2",1,1,1,1,2,1,4,2,3,NA,4,6,2,2,"2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1",5,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,2,1,1,1,4,2,4,4,4,4,1,3,3,4,4,4,3,3,3,3,3,3,2,3,3,3,6,3,3,4,4,4,6,1,4,4,2,3,1,1,3,1,NA,NA,NA,4,NA,NA,3,1,1,2,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0.7857968605271463
"R_31gsiP7ekqurSt9",1,"11580","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2",1,1,2,2,2,2,2,2,3,NA,3,4,5,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,4,"1","2","2","2","2","2","2","2","2","2","2","2",2,3,2,3,3,2,2,2,3,2,2,3,3,3,4,4,2,3,1,3,3,2,3,2,3,3,1,5,4,5,5,4,2,5,2,4,NA,3,6,3,1,2,1,NA,NA,NA,1,NA,2,2,6,1,2,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.5215169719324584
"R_eIJEwQQ8Gr44nN7",1,"28645","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","1","2","2","2","2","2",1,1,1,2,1,2,3,1,4,2,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2",5,NA,5,"2","1","2","2","2","2","2","2","2","2","2","2",1,1,1,1,1,3,3,4,2,4,4,3,2,2,6,4,3,1,3,2,3,2,3,2,3,3,2,2,3,3,1,1,1,7,2,4,4,1,2,1,1,1,1,NA,NA,NA,1,NA,1,3,6,1,1,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.6461337425730724
"R_1Ft9SXdjZtSI8Bu",1,"76708","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","2","2",1,1,1,1,2,1,2,1,3,NA,4,3,4,4,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","1","1","1","2","2","2","2","2","2","1","2","2","2","2","2",5,NA,5,"1","1","2","2","2","2","2","2","2","2","2","2",1,4,2,2,4,1,1,1,3,1,4,4,1,4,3,3,2,3,3,3,3,2,2,2,3,3,2,5,3,4,6,2,4,3,1,4,4,3,5,3,1,2,1,NA,NA,NA,1,NA,2,2,6,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.6212291345092676
"R_Z31TpKh56KIrAIx",1,"73401","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",2,2,2,2,2,3,3,2,7,3,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1",6,NA,2,"2","1","2","2","2","2","2","2","2","2","2","2",6,3,3,3,3,2,3,2,2,1,2,5,2,3,7,7,6,3,3,2,3,2,3,2,3,2,3,6,5,4,4,4,3,6,2,2,3,2,4,NA,1,1,1,NA,NA,NA,4,NA,NA,3,1,2,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.1001022727548768
"R_3iUwImF7XKR12H1",1,"37211","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2",1,1,2,2,2,2,3,1,4,NA,2,2,2,3,"2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","1","1","2","2","1","2","2","2","1","1","2","1","2","2","2",2,2,4,"1","1","2","2","1","1","2","2","2","2","2","2",2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,3,4,3,3,3,3,3,6,1,3,4,1,1,1,3,1,1,NA,NA,NA,4,NA,NA,1,6,2,1,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.7681288088043516
"R_3qTELYgahqNkbsy",1,"20901","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2",2,5,2,2,2,2,3,5,6,NA,1,3,3,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,2,2,2,3,2,2,2,4,2,2,4,3,4,2,2,2,3,3,3,3,3,3,3,3,3,3,4,2,4,7,3,4,7,2,4,NA,3,6,3,3,2,1,NA,NA,NA,1,NA,2,2,2,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.8178534822001342
"R_12zmtgbodKGuZQs",1,"32837","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2",1,1,2,1,3,1,2,1,4,2,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,2,2,3,2,3,2,3,2,2,2,2,2,3,3,3,6,3,3,3,3,2,3,3,3,3,3,7,3,4,4,4,4,7,2,4,4,1,2,1,2,1,1,1,NA,NA,1,NA,2,2,6,2,4,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1.2156308460341425
"R_57nvp8TASoqA7L3",1,"62460","2","2","2","2","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2",1,1,2,2,1,1,2,2,2,4,NA,NA,NA,4,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2",4,3,3,"2","2","1","2","2","2","2","2","2","2","2","2",5,2,1,2,3,2,4,1,4,1,1,4,2,4,3,3,6,1,2,2,3,2,2,2,3,2,2,4,1,4,7,6,3,5,1,3,3,3,5,3,2,3,1,NA,NA,NA,1,NA,2,3,1,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1.0326157215801792
"R_3fTBMAbiigce5W1",1,"15644","2","2","1","2","2","1","2","2","1","2","2","2","2","2","2","1","2","2","2","2","1","2","2","1","2","2","2","2","2",1,1,1,1,2,2,3,1,1,3,NA,NA,NA,1,"1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","2","2","2","2","2","2","2","1","2","2","2",5,NA,5,"1","1","2","1","1","1","2","2","2","2","2","2",3,1,1,1,1,1,1,4,1,4,4,2,1,2,2,2,1,2,1,3,3,2,2,2,3,1,1,3,1,2,5,3,1,6,2,4,4,1,2,1,1,2,1,NA,NA,NA,1,NA,2,2,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1.5215169719324584
"R_2TmY5KfKAG0BtIZ",1,"15136","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","2","1","2","2","2","2","2","2",1,1,1,2,2,2,2,1,3,1,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,5,"1","1","2","2","2","2","2","2","2","2","2","2",2,2,2,2,2,2,2,1,3,3,2,3,3,2,7,7,7,3,3,3,3,3,3,2,3,3,3,6,5,4,4,4,5,6,1,3,3,2,3,2,1,1,1,NA,NA,NA,1,NA,2,2,6,2,3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5627067196751232
"R_122TFjf3v0CXglC",1,"33321","1","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2",1,1,1,1,1,2,2,1,2,2,NA,NA,NA,2,"1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2",5,NA,4,"1","1","2","2","1","2","2","2","2","2","2","2",4,1,1,1,1,2,1,2,1,4,3,1,1,2,2,2,4,3,1,3,3,2,3,2,3,2,1,2,2,1,2,1,1,7,2,4,NA,1,2,1,3,1,1,NA,NA,NA,1,NA,2,2,6,2,1,1,1,3,3,NA,NA,NA,NA,"Don’t discuss online ","I don’t post election things online ",NA,NA,0.8178534822001342
"R_3KUgunZHCuCQBBJ",1,"13088","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1",5,5,5,5,5,5,1,5,7,2,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6,1,1,1,1,5,5,5,5,5,5,5,5,5,7,4,4,3,3,2,1,3,3,2,2,2,3,1,3,1,1,4,4,7,2,4,4,1,2,NA,2,2,1,NA,NA,NA,5,NA,2,2,6,2,1,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0.9132855632981624
"R_2qga0neRhtMaoJd",1,"33467","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2",1,1,1,1,1,1,3,1,3,2,NA,NA,NA,2,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2",5,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,3,3,3,3,1,1,1,5,1,1,1,1,5,6,6,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,1,4,7,2,4,4,2,4,2,1,3,1,NA,NA,NA,1,NA,2,2,6,2,4,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0.6461337425730724
"R_2cA8aLGtxvGkdSI",1,"55331","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","2","2","2",1,1,1,1,2,1,3,1,4,NA,1,3,1,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,4,"1","1","2","2","1","1","2","2","2","2","2","2",2,1,2,1,3,2,1,1,1,1,1,2,1,2,2,2,2,3,3,3,3,1,3,1,3,1,1,7,1,3,3,1,4,7,2,4,4,3,6,3,2,1,1,NA,NA,NA,1,NA,1,2,1,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1.099461905332681
"R_2dnzYYQ5SDvwAan",1,"34698","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","2",2,2,2,2,2,1,2,2,2,NA,2,1,3,1,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2",2,2,3,"1","2","2","2","2","2","2","2","2","2","2","2",4,1,1,1,1,1,1,3,1,3,4,1,1,1,4,3,3,2,2,1,3,2,2,2,2,2,2,3,2,3,2,3,3,3,1,3,4,1,1,1,1,2,1,NA,NA,NA,4,NA,NA,1,1,1,1,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.6068494575285072
"R_2Wu6Kq8lULeFAFP",1,"01852","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","1","2","2","2","2","2",2,3,2,2,2,2,2,2,7,NA,1,2,2,3,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,2,3,2,2,3,2,3,2,3,2,3,3,2,3,3,3,3,4,2,4,4,1,2,2,1,2,1,NA,NA,NA,1,NA,2,1,6,2,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1.5215169719324584
"R_2QYvs9vo38ZuK3F",1,"29572","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","2","2","2",1,1,1,1,2,3,3,1,2,NA,1,3,1,1,"1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","2",2,2,3,"2","1","2","2","1","2","2","2","2","2","2","2",5,3,2,2,3,1,1,1,1,1,1,2,2,3,2,2,4,1,2,3,3,2,2,2,3,3,3,3,2,2,3,3,2,6,2,4,4,3,6,3,1,2,1,NA,NA,NA,1,NA,1,2,7,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.6461337425730724
"R_1ItoIaBh6xThY5R",1,"53402","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2",2,1,1,1,2,2,3,1,3,NA,2,2,2,3,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,3,"1","1","2","2","2","2","2","2","2","2","2","2",6,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,2,3,7,2,5,5,5,7,7,2,4,4,1,2,1,1,1,1,NA,NA,NA,1,NA,2,2,6,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.8316833378113213
"R_DtQT8aR5vUKSmvT",1,"02818","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2",1,1,1,1,1,2,2,1,1,NA,1,1,1,2,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","2","2","2","1","2","2","2","2","1","2","2","2","1","2","2","2","1","1","1","2","2","2","2",2,1,2,"1","1","2","2","2","2","2","2","2","2","2","2",2,1,1,1,1,1,3,3,1,3,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,1,7,2,4,4,1,2,1,2,3,1,NA,NA,NA,3,NA,NA,2,6,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.9132855632981624
"R_3kb8Zhdi8ZiaQNQ",1,"77379","1","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2",1,1,2,1,1,1,2,1,5,NA,1,1,1,3,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","1","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2","1","2","1","1","2","2","2",5,NA,5,"1","1","1","2","1","2","2","2","2","2","2","2",1,2,2,2,4,1,1,1,4,1,1,1,1,3,1,1,4,2,2,2,3,2,2,2,2,2,2,5,1,2,2,4,5,4,1,4,4,3,5,3,3,2,1,NA,NA,NA,1,NA,1,2,6,2,2,2,2,3,3,NA,NA,"TV news, Fox News, Newsmax",NA,NA,NA,NA,NA,0.7863301007610225
"R_vrCehANM27tqK8V",1,"74011","1","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","1","2","2","2","2","2",3,1,1,2,1,1,2,1,1,NA,2,3,2,2,"1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","1","2","2","2","2",5,NA,4,"1","1","2","1","1","2","2","2","2","2","2","2",3,1,1,1,3,2,3,1,2,1,1,4,3,2,2,2,1,3,3,3,3,2,2,2,3,3,3,4,1,7,7,2,1,4,1,4,4,3,5,3,1,2,1,NA,NA,NA,1,NA,1,2,6,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.6212291345092676
"R_rjablHB5KYYpqM1",1,"75025","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",2,2,2,2,2,2,2,2,2,NA,3,3,3,1,"1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","1","1","2","2","2","1","2","2","2","2","2","2",3,3,2,"1","2","1","2","2","1","2","2","2","2","2","2",3,3,5,5,5,5,5,5,5,5,5,4,2,5,1,1,1,2,1,3,2,1,1,2,3,1,3,3,4,4,4,5,4,3,1,3,3,2,3,2,3,2,NA,NA,NA,1,2,1,NA,1,1,2,1,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.7823589503804698
"R_2fIq0l4r8hQxqd5",1,"48189","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",1,1,1,4,1,1,4,4,6,2,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,4,4,4,4,1,5,1,5,1,1,5,5,5,6,6,6,3,2,3,3,3,3,2,3,3,3,5,6,2,5,2,3,7,2,3,3,2,4,NA,1,1,1,NA,NA,NA,2,1,NA,3,7,2,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1.4562218322295841
"R_2VClyMz99Vjv2eg",1,"28037","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","2","2",1,1,1,1,1,1,1,2,1,1,NA,NA,NA,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,4,"2","1","2","2","2","2","2","2","2","2","2","2",1,1,1,1,1,2,1,2,5,3,2,4,1,2,2,1,1,2,3,3,3,2,3,1,1,2,3,4,1,1,2,1,1,2,2,4,NA,1,2,2,3,3,1,NA,NA,NA,2,1,NA,2,6,2,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.8178534822001342
"R_1puv2XxYTIMlqH3",1,"32926","1","2","2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","2","2","2","2",1,1,1,1,1,1,2,1,3,NA,2,2,3,2,"1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5,NA,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,1,1,2,1,2,3,3,1,3,2,2,1,1,5,5,7,3,2,3,3,2,2,2,2,2,2,3,4,2,2,3,2,4,1,3,4,1,1,1,1,1,1,NA,NA,NA,4,NA,NA,2,3,2,1,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,0.6068494575285072
"R_3hmXnZS8kvObCC3",1,"13801","2","2","2","2","2","2","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2",1,1,2,1,2,4,2,2,2,NA,3,3,1,4,"2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","1","2","1","2","2","2","2","2","1","1","2","1","2","2","2","1","1","2","1","2","2","2",2,2,2,"1","2","2","2","2","1","2","2","2","1","2","2",2,3,2,3,3,1,2,1,3,1,1,4,2,3,2,2,4,3,2,3,3,2,2,2,2,3,2,4,2,3,4,2,2,5,1,3,4,2,3,2,1,2,1,NA,NA,NA,4,NA,NA,3,8,2,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1.4290102624275258
"R_2zckz4kZsShYSNG",1,"48307","1","2","2","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",1,1,2,1,1,1,4,1,3,NA,1,2,2,1,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2",5,NA,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3,1,1,1,2,4,3,4,3,4,4,2,2,4,2,1,6,3,3,3,3,2,3,2,3,3,2,4,2,6,7,4,2,7,2,4,4,2,4,1,1,2,1,NA,NA,NA,1,NA,1,2,6,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.7212688037330746
